"geocodigo","demanda_total","n_personas"
"13119071008",199382664.318484,4445
"13119071009",244211379.823477,5526
"13119071010",260643167.939359,5424
"13119071011",193413648.847066,4480
"13119071012",199316192.367975,4607
"13119071013",230366867.269893,5559
"13119071014",247322343.219187,4119
"13119071015",207472801.679426,4137
"13119072006",52692533.662032,1314
"13119081001",132750921.584496,3264
"13119081002",85400966.4559539,2174
"13119081003",176011016.366459,4198
"13119081004",120536978.266551,3177
"13119091001",163111242.869679,3486
"13119091002",190845043.248238,4305
"13119101001",240493199.035255,5233
"13119101002",147187592.313604,3334
"13119111001",97206763.765822,2641
"13119111002",198826705.837898,5070
"13119111003",112221230.613808,2789
"13119121001",174339809.70071,4655
"13119121002",96549157.2067176,2535
"13119121003",195347618.413368,4864
"13119131001",92478349.9289447,2185
"13119132006",51047963.5624895,965
"13119132901",8203279.00211276,188
"13119141001",226409327.379018,4531
"13119141002",280071640.071477,4776
"13119141003",269093718.946855,4777
"13119141004",237892296.934886,5265
"13119141005",112669389.654886,2165
"13119141006",215906466.64865,3268
"13119141007",204588438.479679,4574
"13119141008",169910115.043991,3799
"13119141009",348380954.62709,6219
"13119141010",214116611.163077,4665
"13119141011",252997801.968026,4715
"13119141012",147878699.564222,2678
"13119142001",15798013.5307146,373
"13119142004",39802711.0500513,975
"13119151001",61719873.7332865,1452
"13119161001",230709966.417593,4474
"13119161002",224426422.261304,5064
"13119161003",235719231.290138,5308
"13119171001",251179209.647415,5613
"13119171002",171583123.454874,3647
"13119171003",137284139.946126,3010
"13119171004",184230489.734821,4340
"13119171005",229096568.034108,4638
"13119181001",148011393.056177,3488
"13119181002",298928449.576128,5517
"13119181003",132137279.114751,3040
"13119181004",218054164.114922,5075
"13119181005",251961175.271223,5144
"13119181006",180149837.964619,4148
"13119181007",157604919.809433,3191
"13119181008",225970674.520689,4946
"13119191001",231557024.693081,4165
"13119191002",201765449.425021,4504
"13119191003",192563935.697481,4217
"13119191004",260988117.746099,5175
"13119191005",215226260.556019,4535
"13119191006",269669366.58098,5658
"13119191007",175992123.278462,3988
"13119191008",170974543.587778,3974
"13119191009",149544155.614654,3335
"13119191010",239436818.216285,4160
"13119192002",1536872.40347849,51
"13119201001",175764982.17815,3780
"13119201002",189608164.536114,4150
"13119201003",191997327.456836,3832
"13119201004",202106698.031895,4548
"13119201005",116335168.809644,2493
"13119201006",235070744.004806,4517
"13119201007",187298867.974452,4361
"13119201008",257965184.445139,5166
"13119201009",242634937.389776,5209
"13119201010",167968543.044481,3867
"13119201011",208390894.908853,4258
"13119211001",172853852.295686,3563
"13119211002",103043824.321165,2286
"13119211003",192061693.819288,4515
"13119211004",135783096.625563,3060
"13119211005",187336378.709352,4056
"13119221001",133851091.343056,2858
"13119221002",159524320.307664,3588
"13119221003",183069831.457558,4052
"13119221004",134173820.058107,3130
"13119231001",199607333.826774,3681
"13119231002",271449094.80306,4901
"13119231003",57393248.3265055,939
"13119231004",189744125.392339,3353
"13119231005",125568415.278969,2748
"13119231006",129781254.989965,2819
"13119231007",204374821.578745,3588
"13119231008",245616988.011065,5196
"13119991999",45286327.7591871,968
"13120011001",368052582.534106,2205
"13120011002",701682563.043094,3895
"13120011003",712386507.775835,4079
"13120011004",501689403.013382,3103
"13120011005",684467806.496977,3746
"13120011006",792709877.214443,4405
"13120011007",550706240.163174,3253
"13120011008",603272023.01771,3299
"13120011009",625242626.186977,3503
"13120021001",666038875.790988,3988
"13120021002",702314015.937538,4341
"13120021003",730124693.452258,4474
"13120021004",622694984.949767,3080
"13120021005",497241817.219962,2880
"13120021006",525900378.194397,3599
"13120031001",533441711.448701,3138
"13120031002",588903368.171125,3659
"13120031003",495418564.59523,2766
"13120041001",1096892286.20022,5765
"13120041002",639859199.179339,3831
"13120041003",395085206.060901,3016
"13120041004",437323955.642974,2955
"13120041005",607671345.476162,4364
"13120051001",392146716.846265,2459
"13120051002",809815037.007296,4814
"13120051003",647999797.513389,3675
"13120051004",425038544.456407,2512
"13120061001",598844113.452348,3845
"13120061002",444289918.744966,3195
"13120061003",388362075.100586,3152
"13120061004",385024886.916445,3045
"13120061005",519355940.125806,3832
"13120071001",364734376.861141,2224
"13120071002",703861894.094116,3969
"13120071003",717695757.854247,4207
"13120071004",444529759.794882,2986
"13120071005",469197130.670479,3237
"13120071006",543640414.571543,3880
"13120071007",357978726.81687,2314
"13120081001",344591450.422242,2961
"13120081002",314727757.81116,3007
"13120081003",202465145.570158,1843
"13120081004",330442027.23311,2676
"13120091001",907332060.857701,5090
"13120091002",583468362.603083,3951
"13120091003",548853269.29363,3622
"13120101001",483684750.117002,2651
"13120101002",571249441.440294,3335
"13120101003",612377213.733193,3505
"13120101004",644286720.137428,3371
"13120101005",592424825.827059,3484
"13120101006",661592435.350596,3653
"13120101007",480477221.121188,3284
"13120101008",622729547.721664,3475
"13120111001",819596525.978268,4193
"13120111002",614749993.834251,3252
"13120111003",465969774.602529,2501
"13120111004",624821654.811847,3556
"13120111005",507749117.259902,2838
"13120111006",347428229.913026,1990
"13120111007",508194779.710801,3039
"13120991999",37442130.6891445,270
"13121011001",96537449.2316317,3644
"13121011002",118326032.209937,4577
"13121011003",154708136.128793,5936
"13121021001",48627309.1578848,1914
"13121021002",115964112.244599,4479
"13121021003",113984725.089917,3974
"13121021004",77801501.0489794,2993
"13121031001",88370577.5785841,3425
"13121031002",56020510.1469392,2123
"13121031003",94403175.6015068,3567
"13121031004",97862218.6202729,3799
"13121041001",102270938.420652,4082
"13121041002",71417719.1705921,2787
"13121041003",111505301.514064,4214
"13121041004",66093386.8018728,2845
"13121051001",88041400.8518181,3384
"13121051002",102184203.501632,3974
"13121051003",45588332.1724239,1720
"13121051004",117509811.920784,4704
"13121061001",172919243.898819,5981
"13121061002",119623356.091409,4844
"13121061003",79391572.5200586,3069
"13121071001",94853641.081833,3664
"13121071002",52351539.1110656,2123
"13121071003",88526486.2507057,3325
"13121071004",101139559.790625,4002
"13121081001",86669146.7388492,3302
"13121081002",61567937.2397449,2547
"13121991999",3631696.62832727,176
"13122011001",102748645.133176,1492
"13122011002",197256269.030966,3828
"13122011003",251559218.544504,5121
"13122011004",237048858.476084,4133
"13122021001",157464328.679469,2349
"13122021002",232838067.410063,4528
"13122021003",189324458.470376,3242
"13122021004",210976387.459988,4096
"13122031001",419545770.103,4434
"13122031002",398432215.260907,4669
"13122031003",416686639.257481,6440
"13122031004",458242030.833162,4840
"13122031005",636311776.255027,6527
"13122031006",426406434.576031,4753
"13122031007",564398294.478826,6023
"13122031008",457741098.830214,4730
"13122031009",363010200.938356,6003
"13122031010",455758569.763766,6388
"13122031011",477378278.501722,4901
"13122041001",178528408.667802,3751
"13122041002",248797306.621315,4283
"13122041003",215994966.865006,3890
"13122041004",150036002.69742,2722
"13122041005",145261027.842289,2681
"13122051001",360452898.039163,4242
"13122051002",331755304.724655,6136
"13122051003",359862938.467766,3785
"13122051004",248683222.214452,3878
"13122051005",319656420.394377,4609
"13122061001",306355096.188473,6238
"13122061002",218203953.65703,4379
"13122061003",224041182.681215,4376
"13122061004",243892842.129759,5024
"13122071001",128943709.722351,2471
"13122071002",149405565.925852,2833
"13122071003",257737405.754362,4627
"13122071004",202618168.277415,4047
"13122071005",149639702.056141,2974
"13122081001",188873104.574161,3413
"13122081002",284480789.533769,4896
"13122081003",236244869.137106,4591
"13122081004",191227929.058312,3903
"13122091001",290668025.835943,5581
"13122091002",291045864.561781,4437
"13122091003",293179614.167468,3132
"13122091004",153323925.486909,2903
"13122101001",173109736.95556,2812
"13122101002",159163509.308241,3095
"13122101003",112581560.179581,2090
"13122101004",171237945.871343,3320
"13122101005",167425391.576135,3225
"13122111001",313302292.208664,5779
"13122111002",390784820.585344,5799
"13122111003",248045537.561514,4853
"13122111004",326899261.234763,6223
"13122111005",307200477.740954,5845
"13122991999",15483472.6470709,259
"13123011001",479617698.513784,2121
"13123011002",629633170.55353,2679
"13123011003",586762839.980182,2457
"13123011004",781794589.855904,3245
"13123011005",511210838.320568,2237
"13123011006",642976975.993982,2671
"13123011007",414747234.268339,1676
"13123011008",393439534.316352,1619
"13123021001",850094310.772693,3566
"13123021002",579004796.5814,2369
"13123021003",872625892.395913,3542
"13123021004",833466019.923736,3727
"13123021005",574688796.341399,2409
"13123021006",728007317.780943,2860
"13123021007",1007032614.35294,4583
"13123031001",443276484.455536,1818
"13123031002",429269379.39139,1813
"13123031003",680778928.401721,2896
"13123031004",776761453.379644,3366
"13123031005",628537547.866657,2587
"13123031006",388059025.664803,1574
"13123031007",665289314.402972,2744
"13123031008",498130750.465459,2081
"13123031009",714935773.215001,3170
"13123031010",727368475.563317,3091
"13123031011",684483698.34121,2849
"13123041001",869483475.634487,3576
"13123041002",837697126.490922,3371
"13123041003",1020541625.84956,4372
"13123041004",872564250.040521,3657
"13123041005",834933006.656532,3553
"13123041006",641716931.294831,2645
"13123041007",727198024.350684,3047
"13123041008",858204726.193021,3544
"13123041009",805624751.607759,3370
"13123041010",607031467.653497,2397
"13123041011",464178163.335206,2008
"13123041012",702284288.839379,2968
"13123051001",991294533.223933,4520
"13123051002",939747331.132282,4000
"13123061001",650721695.119035,2709
"13123061002",790419347.599392,3333
"13123061003",528640239.881158,2252
"13123061004",613818701.188758,2527
"13123071001",669900218.269206,2976
"13123071002",756517260.50571,3261
"13123071003",209836291.683005,886
"13123081001",376679186.812114,1488
"13123081002",523463123.58368,2200
"13123081003",402323464.508624,1635
"13123081004",491347916.861519,1903
"13123991999",23524687.8656552,131
"13124011001",66480498.940983,1990
"13124011002",119679033.316369,3453
"13124011003",107944211.931334,3172
"13124011004",86998789.2184162,2717
"13124021001",268744782.478497,7035
"13124021002",137263541.879752,4141
"13124021003",157365064.250558,4486
"13124021004",180864352.088855,5089
"13124021005",176916418.278715,3581
"13124021006",224005037.161764,5455
"13124031001",78433615.0995318,2278
"13124031002",140862841.249245,3877
"13124031003",74669317.7159341,2222
"13124031004",61383714.1280154,1828
"13124041001",137564145.639904,3808
"13124041002",121981477.6491,3706
"13124041003",85111123.4723254,2644
"13124041004",145678236.835901,4158
"13124041005",74101938.1226988,2138
"13124051001",136003067.576307,3988
"13124051002",48711459.2892419,1311
"13124051003",154050161.263761,4468
"13124051004",64524987.5857152,1783
"13124061001",213340648.310292,4419
"13124061002",223270967.480932,5508
"13124061003",94864496.5629806,2461
"13124061004",199871935.260715,4443
"13124061005",117020387.098711,2524
"13124061006",145249509.543724,3220
"13124061007",133186063.291474,3304
"13124061008",142132047.130763,3324
"13124061009",183442844.472437,4492
"13124061010",160272284.1259,4263
"13124061011",128523777.659127,3508
"13124061012",188186369.927036,4634
"13124061013",267591315.836084,5077
"13124061014",159675042.62225,3810
"13124061015",137709859.271425,3570
"13124061016",114478018.395444,2923
"13124061017",168112770.926561,4217
"13124061018",189724336.102692,4920
"13124061019",114373058.582978,2905
"13124061020",200163961.550594,4426
"13124061021",145408772.214096,3528
"13124061022",185510343.001412,5072
"13124061023",124244138.329761,3429
"13124061024",189915961.144136,4694
"13124062013",1436082.34772159,33
"13124062901",942968.622833499,22
"13124071001",328072838.779378,5868
"13124071002",330643850.660854,5611
"13124071003",106569474.04638,1952
"13124071004",60188368.3476807,1504
"13124071005",48910812.0115564,1276
"13124072012",5466654.56052249,157
"13124072016",14382810.8970557,361
"13124072019",68991287.094473,1810
"13124081001",42440013.107721,1078
"13124082008",3612986.79034351,50
"13124082009",2416020.27924096,57
"13124082010",16166534.5445748,472
"13124082011",14734256.8628652,498
"13124082017",4760867.63701165,139
"13124082018",1023580.64228995,29
"13124082020",32080879.4093766,870
"13124091001",258095021.575763,6766
"13124091002",97045474.1591315,2817
"13124091003",111676328.084416,3320
"13124091004",112289854.895077,3268
"13124091005",87252476.8440384,2485
"13124101001",158842129.66483,4445
"13124101002",80483733.5964214,2402
"13124101003",122917263.731521,3494
"13124101004",67111302.8801032,2089
"13124991999",181736527.539598,3421
"13125011001",141942226.405212,4083
"13125011002",171701854.91218,5412
"13125011003",155490891.381159,3267
"13125011004",170631760.917405,4411
"13125011005",146576116.286411,4941
"13125011006",85266999.756234,2901
"13125011007",360795894.013291,9080
"13125011008",208790169.36902,4366
"13125021001",168745935.93324,5125
"13125021002",132545766.780508,4156
"13125021003",158101021.885789,4710
"13125021004",235017377.733514,6469
"13125021005",136504018.948722,4066
"13125021006",118275542.119782,3663
"13125021007",186035934.489331,5342
"13125021008",156062831.282164,4727
"13125021009",212177292.876408,6394
"13125021010",174057508.541949,5289
"13125021011",112771420.122657,3429
"13125021012",151694285.055552,5288
"13125021013",131704273.03353,3829
"13125021014",206503276.920997,5801
"13125021015",145747904.513236,3827
"13125021016",126392895.832264,3838
"13125021017",136177534.022504,4263
"13125021018",148438970.768757,4628
"13125021019",140516963.587437,4355
"13125021020",156293989.794038,4608
"13125021021",156290901.660071,4131
"13125022001",2521726.93072905,90
"13125022002",7811664.54153277,257
"13125022004",5044984.33346935,154
"13125022005",3558952.18132991,112
"13125031001",20965669.7261727,679
"13125041001",121798126.148473,3827
"13125041002",180022335.298501,4193
"13125041003",265912392.888603,6805
"13125041004",179203467.767069,4866
"13125041005",236919147.999094,6190
"13125041006",203134495.932465,4749
"13125041007",182812107.238412,5303
"13125041008",100595456.152091,2940
"13125041009",193110576.831854,4971
"13125041010",210464216.287208,5751
"13125041011",201255128.46556,4936
"13125041012",163830927.224251,4237
"13125041013",223637529.882564,5205
"13125041014",143765316.877615,4233
"13125041015",168563571.226631,4185
"13125042005",2970353.63720819,99
"13125991999",6494643.77339149,229
"13126011001",120563473.17332,3464
"13126011002",121743912.59288,3394
"13126011003",64104256.8785542,2067
"13126021001",144055290.084938,4213
"13126021002",111208857.121411,3155
"13126021003",88561436.2723,2929
"13126021004",87783283.6196056,2828
"13126021005",93536418.2314324,2538
"13126021006",3909363.98161686,144
"13126031001",246298452.147787,5375
"13126031002",196267748.236878,4661
"13126031003",194322311.208134,4517
"13126041001",140282659.178078,4135
"13126041002",91062250.6733897,2165
"13126051001",210686067.341341,5750
"13126051002",207848095.401637,5445
"13126061001",152699430.798965,4530
"13126061002",154614062.526055,4621
"13126061003",76547444.9366768,2468
"13126061004",109785520.985149,3575
"13126071001",159374389.822258,4893
"13126071002",137410207.857051,3733
"13126081001",187408880.172834,5828
"13126081002",173719373.247979,5002
"13126081003",172456435.699342,5205
"13126091001",82017789.3956032,2725
"13126091002",135969952.567841,4295
"13126091003",65273064.8573824,2141
"13126091004",121543622.088577,3965
"13126991999",7933442.87869793,265
"13127011001",151170576.9616,3242
"13127011002",165468315.384244,4001
"13127021001",203280813.436669,5156
"13127021002",218956498.307463,5729
"13127021003",180974865.529326,3755
"13127021004",162854708.825863,3190
"13127031001",101665390.685293,2892
"13127031002",48104094.0104418,1191
"13127041001",148061858.870063,4525
"13127041002",164334961.054767,4982
"13127041003",124864565.011495,3895
"13127041004",86169259.7874896,2687
"13127051001",123368880.326894,3854
"13127051002",132373666.423547,4265
"13127051003",110610650.13553,3641
"13127061001",166992995.543563,4933
"13127061002",93422954.8579755,2836
"13127061003",85049612.4157354,2518
"13127061004",143567344.350604,4424
"13127061005",91836605.3278246,2864
"13127061006",145869136.126796,4613
"13127061007",67071984.0508752,2011
"13127071001",79963173.8512306,2620
"13127071002",92926690.3551077,3063
"13127071003",96176040.7384181,3247
"13127071004",69994140.0385158,2059
"13127081001",94173237.2327004,2787
"13127081002",82981551.4250833,2242
"13127081003",92761575.462793,2675
"13127091001",155411040.553179,4360
"13127091002",166280533.852179,4865
"13127091003",80642389.3533414,2504
"13127101001",103230624.776106,2290
"13127101002",111907395.121502,2063
"13127111001",161531954.341701,4720
"13127111002",143345391.172015,4277
"13127111003",90979285.0113564,2610
"13127111004",159062418.810212,4253
"13127111005",179780922.719289,4983
"13127121001",80739816.6947782,2698
"13127121002",106099087.519708,3434
"13127121003",132967774.218489,4219
"13127131001",98521184.6441785,3047
"13127131002",92412517.459008,2756
"13127131003",147333135.667544,4544
"13127991999",8704124.16078464,331
"13128011001",70499509.5015809,3790
"13128011002",61273102.3767109,3263
"13128011003",72415597.279926,3647
"13128021001",53195427.2038863,2843
"13128021002",61307291.6689133,2887
"13128021003",59540721.7602451,2871
"13128021004",78188040.5727033,4228
"13128021005",6946236.04706224,172
"13128021006",90164816.8409215,4845
"13128031001",28249459.1866262,1466
"13128031002",69481399.3494155,3696
"13128031003",45798727.9347097,2512
"13128041001",22492369.6883236,1190
"13128041002",63314640.5597484,3340
"13128041003",26158902.558196,1402
"13128051001",71985393.3540426,3816
"13128051002",71431422.3718273,3759
"13128061001",38033815.7589126,2267
"13128061002",106104162.404875,5604
"13128061003",54931953.1851158,2877
"13128061004",47237414.3799691,2525
"13128061005",42482378.9731242,2511
"13128071001",98118543.3283626,4861
"13128071002",71759921.78642,2782
"13128071003",87002818.6428994,3874
"13128071004",146276183.748381,6423
"13128071005",94581629.6857063,4112
"13128071006",107859686.466587,5101
"13128071007",107207115.032275,4932
"13128071008",68790689.8292466,2801
"13128071009",43429807.608016,1430
"13128071010",176645410.461129,6850
"13128081001",51734931.6397673,2890
"13128081002",55405381.2155603,2896
"13128081003",45078398.1457472,2278
"13128081004",117427108.415748,5623
"13128091001",70744774.2000917,3597
"13128091002",60998323.348594,3130
"13128091003",74092199.9209456,3680
"13128091004",71604061.0950989,3772
"13128101001",48795904.9323012,2522
"13128101002",45353157.2851654,2325
"13128101003",78954115.5372709,3902
"13128101004",33218977.1813809,1662
"13128991999",3095608.48288964,197
"13129011001",69180721.0307972,2369
"13129011002",83784548.340971,2959
"13129011003",192901612.248639,4551
"13129011004",108481234.830285,2962
"13129011005",71800506.7568158,2229
"13129021001",72505320.954782,2334
"13129021002",132165620.627551,4576
"13129021003",59403103.7041991,2220
"13129021004",130491666.792804,4614
"13129031001",59888720.4456273,2183
"13129031002",164830369.992832,4523
"13129031003",128714794.669504,4121
"13129031004",93730569.7841374,3535
"13129041001",25015970.9593078,878
"13129041002",121681203.056989,4474
"13129041003",75358002.2583194,2482
"13129051001",96546296.7540926,3668
"13129051002",96272096.1031777,3733
"13129051003",128110400.711587,4476
"13129051004",70087668.6629575,2458
"13129061001",139753573.595008,4917
"13129061002",126043009.650458,4537
"13129061003",100357781.897773,3672
"13129071001",138473065.650216,5060
"13129071002",52846364.060566,2042
"13129071003",135831402.391334,5401
"13129071004",26575000.2087441,1021
"13129071005",62467782.7777812,2297
"13129991999",4895061.22402427,200
"13130011001",436421803.788154,4922
"13130011002",619200171.238349,6605
"13130021001",374273606.790089,3720
"13130021002",482813191.243259,5611
"13130021003",380600402.876368,5622
"13130031001",353816098.413995,3637
"13130031002",353866293.36016,5407
"13130031003",231558709.63588,3023
"13130041001",476831715.196873,4736
"13130041002",478238634.789055,4974
"13130041003",447958270.212301,5720
"13130041004",345105241.231124,4429
"13130051001",363299895.800911,3710
"13130051002",399020513.17378,4347
"13130051003",314223002.893461,4508
"13130051004",628997677.224308,6090
"13130061001",366614398.515409,4037
"13130061002",396660448.793099,4439
"13130061003",505875193.412675,4828
"13130061004",294626444.511241,3037
"13130071001",253879530.171312,3161
"13130071002",357054536.94095,5611
"13130071003",275033152.446738,2743
"13130071004",257476633.726371,2885
"13130991999",14621339.5913358,152
"13131011001",50039029.5051969,2259
"13131011002",92191717.0334161,3977
"13131011003",84114473.706276,3654
"13131011004",85587359.6103388,3718
"13131021001",19986354.0831582,942
"13131021002",85162282.172731,3636
"13131031001",51481131.2259065,2318
"13131031002",100911233.532684,4628
"13131031003",70322734.049,3363
"13131041001",114514716.902673,4945
"13131041002",115127164.614305,5038
"13131041003",98872232.08647,4224
"13131051001",91807761.8443169,4095
"13131051002",110808487.290125,4885
"13131051003",110291772.952473,4741
"13131051004",108123164.916578,4724
"13131061001",85213231.5792039,3847
"13131061002",80542936.0778948,3409
"13131071001",93031403.0606693,4088
"13131071002",77179387.0083949,3169
"13131071003",87609973.5162424,4044
"13131071004",67424268.8521702,2903
"13131991999",7163367.32715559,293
"13132011001",781080584.106818,2648
"13132011002",707793525.639293,2439
"13132011003",999272211.329198,3399
"13132011004",526925027.412356,1876
"13132011005",727090382.587735,2705
"13132011006",606952761.768314,2093
"13132021001",654265070.153854,2283
"13132021002",937756722.462589,3343
"13132021003",1157777028.81504,4000
"13132021004",871372758.626341,3083
"13132021005",1202111042.98042,4202
"13132021006",1269806666.4349,4408
"13132021007",935349752.719237,3156
"13132031001",1480188591.08856,5124
"13132031002",1644600925.05727,5652
"13132041001",991974851.774528,3530
"13132041002",937283615.915257,3138
"13132041003",623145525.400485,2058
"13132041004",1179827977.19845,3915
"13132041005",913694415.57553,3240
"13132041006",791501696.538588,2727
"13132041007",1183493439.41176,4002
"13132041008",951441379.205674,3433
"13132051001",879399501.772818,3041
"13132051002",843103045.396747,3016
"13132051003",778772914.447744,2758
"13132991999",33619076.0691363,115
"13201011001",105560911.095105,3278
"13201011002",180956703.105003,5076
"13201011003",78154232.642756,2330
"13201011004",68064944.7955624,2016
"13201011005",62483680.6148911,1850
"13201011006",129697627.327619,3483
"13201021001",200188841.329547,4477
"13201021002",142247428.696442,2910
"13201021003",82570298.3730676,1985
"13201021004",209568931.331536,4684
"13201021005",106883334.18423,2998
"13201021006",177555440.775768,3165
"13201021007",117584310.531719,2524
"13201021008",289015448.830343,5528
"13201021009",155611943.828879,3038
"13201022901",639593.924323365,19
"13201031001",233636879.763838,5187
"13201031002",276427924.550082,5129
"13201031003",424786380.888027,7567
"13201031004",287809196.560927,5119
"13201031005",241035281.405078,5740
"13201031006",215744057.738877,5292
"13201031007",171243617.578948,4758
"13201031008",152085188.294598,2742
"13201031009",349176135.076504,6345
"13201031010",69704234.8263203,1428
"13201041001",93375985.5371954,2810
"13201041002",79870889.3441797,2452
"13201041003",185718619.754704,4944
"13201041004",100952292.341216,3346
"13201041005",189388039.870679,5074
"13201041006",177610166.892805,3631
"13201041007",138226544.507047,3368
"13201051001",116805008.323783,3241
"13201051002",168323184.624587,4407
"13201051003",197319197.400017,5457
"13201051004",29198087.6705234,679
"13201051005",233550848.789638,6026
"13201051006",192333702.707013,5217
"13201051007",168120380.329196,4507
"13201051008",132554260.3644,3833
"13201051009",123401418.960478,3395
"13201051010",149367743.476573,4148
"13201051011",138471822.20886,3816
"13201061001",183896541.539786,5045
"13201061002",165787500.975907,5029
"13201061003",102503014.721397,3327
"13201061004",156236934.105255,4444
"13201061005",162519333.336662,4629
"13201061006",199062565.715547,5235
"13201061007",172140036.48278,4264
"13201071001",76408396.9171087,2233
"13201071002",88535258.6644827,2456
"13201071003",122701618.821781,3589
"13201071004",133294236.228664,3775
"13201071005",150575156.662505,4159
"13201071006",195414171.085462,5515
"13201071007",217956091.597267,4717
"13201071008",142798625.275322,3809
"13201081001",202397268.208548,5033
"13201081002",120753535.847766,3157
"13201081003",207990572.064936,5216
"13201081004",175417211.57387,4351
"13201081005",166834118.343791,4715
"13201081006",155913344.651986,4290
"13201081007",173081833.583454,4347
"13201081008",126345509.517968,3616
"13201091001",171134974.79835,4302
"13201091002",180036910.155583,4697
"13201091003",132825118.184913,3350
"13201091004",140270272.772457,3726
"13201101001",93615530.5121848,2499
"13201101002",142980693.769732,3872
"13201101003",167028675.907031,4366
"13201101004",147999596.062676,4004
"13201101005",111725617.611345,3065
"13201101006",86537329.6175072,2353
"13201111001",133221978.872747,3478
"13201111002",115912491.125806,3251
"13201111003",154588298.471817,4240
"13201111004",86193558.9128488,2378
"13201121001",124486534.077598,3300
"13201121002",184176561.765173,4886
"13201121003",161728620.999433,4386
"13201121004",155659091.219957,4219
"13201121005",199777567.488947,4470
"13201121006",80509179.8638141,2152
"13201131001",65499535.7179661,1999
"13201131002",128165734.834096,3888
"13201131003",178194335.271202,5051
"13201131004",112641819.905092,3596
"13201131005",119714814.716801,3571
"13201141001",124184970.281406,3756
"13201141002",136331400.720056,4364
"13201141003",143758075.536805,4000
"13201141004",160353848.208096,4827
"13201141005",175664998.36711,5293
"13201141006",131814484.90946,3766
"13201141007",146509675.071874,3676
"13201141008",213004791.093701,5746
"13201151001",242061256.799883,5011
"13201151002",103173945.179609,3303
"13201151003",161390317.799291,4673
"13201161001",184343372.582491,4852
"13201161002",133805259.178622,2939
"13201161003",155283602.270317,4132
"13201161004",130442596.283419,3293
"13201161005",156120554.133764,3913
"13201161006",176119453.81648,4699
"13201161007",181567940.809619,5087
"13201161008",68077883.384449,1719
"13201161009",105469274.320576,2669
"13201161010",115269919.771206,2650
"13201171001",142577923.83796,4031
"13201171002",145594783.261019,4072
"13201171003",261860539.682552,5527
"13201171004",208399098.907573,4596
"13201171005",204041775.209569,5034
"13201171006",186556663.034597,4344
"13201171007",223512308.758078,4899
"13201171008",186160476.529455,3879
"13201171009",160378490.168685,2907
"13201181001",255009413.386759,6920
"13201181002",139868703.463559,3652
"13201181003",199239012.277271,5340
"13201181004",52758239.9321837,1590
"13201181005",180945794.850771,4719
"13201181006",1034542.13956557,34
"13201181007",176425600.279786,4765
"13201181008",97191132.8012884,2682
"13201181009",177052878.713929,5031
"13201191001",210820754.349904,5159
"13201191002",117544451.448433,3192
"13201191003",121268438.379285,3350
"13201191004",151596733.618564,3921
"13201191005",128670525.22162,3164
"13201191006",202421410.398832,5115
"13201191007",166860902.576714,4569
"13201191008",186581065.84484,5253
"13201191009",159912448.756058,4339
"13201191010",175863253.22322,4574
"13201191011",144901930.220826,3887
"13201191012",205543218.996028,4516
"13201991999",57413085.5045183,1608
"13401011001",88747302.843854,2938
"13401011002",76024055.3907349,2083
"13401021001",158276281.226731,5206
"13401021002",112588549.46021,3945
"13401031001",143036898.870468,5238
"13401031002",91640169.6373578,3509
"13401031003",147779612.812925,5360
"13401041001",154759113.663665,5539
"13401041002",80749339.0037641,3065
"13401041003",117998591.802925,4182
"13401041004",93796335.0054676,3485
"13401051001",90507159.0887202,3012
"13401051002",126300280.267682,4438
"13401051003",162463226.058227,5762
"13401051004",28164292.7029071,981
"13401051005",143217075.020661,4698
"13401061001",218425201.289193,6943
"13401061002",152563867.873686,5385
"13401061003",352132931.728604,8628
"13401061004",209559635.256066,6966
"13401061005",131813471.129712,4397
"13401061006",149885718.905874,4954
"13401061007",131958055.844493,4407
"13401061008",89995201.2082963,3104
"13401061009",137837300.515934,4566
"13401061010",209863797.33612,6388
"13401061011",139116481.367145,4649
"13401061012",142385002.659672,4676
"13401061013",138813303.638931,4638
"13401061014",180561737.840373,5007
"13401061015",135280927.129026,4211
"13401062004",7810366.08344014,238
"13401062005",4991159.98775911,157
"13401062009",2137208.24278436,44
"13401062012",642988.501787691,40
"13401062016",901338.906969154,33
"13401062018",1534662.73867575,88
"13401062020",1499919.38576533,68
"13401071001",171037446.24058,4147
"13401071002",317206217.664985,7550
"13401081001",107916865.646678,3769
"13401081002",141567800.565024,4629
"13401081003",175378531.220275,4490
"13401081004",177959852.552788,5123
"13401081005",137048926.257228,4255
"13401081006",110728423.422232,3673
"13401081007",158630363.890051,4967
"13401081008",125343816.846493,4023
"13401081009",45816446.8033486,1664
"13401082002",15942217.978227,542
"13401082003",21953937.0575082,691
"13401082013",7289215.26764415,264
"13401082021",21844778.0309932,645
"13401091001",87529366.7658779,2928
"13401091002",144010415.653384,4199
"13401091003",116218812.162802,4049
"13401091004",88159293.4735206,3036
"13401101001",114298357.86948,4196
"13401101002",112536005.565663,3863
"13401101003",56857800.9846678,1960
"13401101004",53570449.1684064,1699
"13401101005",46639303.4781987,1539
"13401101006",124544199.635265,4121
"13401111001",313254165.478235,9532
"13401111002",108184247.677433,3362
"13401111003",13425530.879796,493
"13401111004",78595094.9226563,2429
"13401111005",143995565.566549,4422
"13401111006",138589186.4248,4461
"13401112001",1501174.79274362,73
"13401112008",949352.676627761,40
"13401112014",864969.262079981,50
"13401112015",14546539.0538216,519
